ABCA1	0.265518	1
ABCD2	0.168149	1
ABLIM2	0.177237	1
ACTN2	0.217771	1
ADAMTS14	0.3085535	2
ADAMTS2	0.150831	1
ADAMTSL1	0.678656	1
ADAP1	0.1656915	2
ADGRA1	0.266998	1
AGAP1	0.212739	1
ALDH1A3	0.162364	1
ALKBH3	0.3675	1
AMDHD1	0.224152	1
ANKRD33B	0.398158	1
ANKRD36C	0.145492	1
ANLN	0.656951	1
ANXA2	0.185995	1
AP3B1	0.648484	1
ARHGAP8	0.442308	1
ARID5B	0.252575	1
ARIH2	0.17421	1
ARSB	0.175237	1
AS3MT	0.177167	1
ATE1	0.224152	1
ATP5PD	0.206403	1
ATP8B1	0.26625	1
AVL9	0.449437	1
B3GNTL1	0.181659	1
BACH1	0.252161	1
BCKDK	0.648625	1
BORCS7-ASMT	0.177167	1
BPHL	0.186258	1
C12orf75	0.17755	1
C15orf40	0.52055	1
C1orf174	0.119461	1
C1orf232	0.607335	1
C21orf58	0.393415	1
C7orf50	0.16769	1
CACNA1B	0.116756	1
CACNA1C	0.2244075	2
CAMKMT	0.110227	1
CCDC117	0.396827	1
CCDC126	0.234896	1
CCDC146	0.346964	1
CCDC150	0.362576	1
CCDC200	0.5087205	2
CCDC6	0.234655	1
CCDC71	0.390772	1
CD109	0.596716	1
CDH4	0.285806	1
CDK14	0.4175	1
CDK15	0.785891	1
CDK5RAP2	0.166493	1
CEP131	0.167854	1
CFAP251	0.311764	1
CFAP46	0.246992	1
CFAP74	0.102411	1
CFAP99	0.225581	1
CHN2	0.203975	1
CHRNB3	0.219102	2
CHRNE	1.13652	1
CHURC1-FNTB	0.126277	1
CLCN7	0.218566	1
CLEC2L	0.130813	1
CLIC5	0.411995	1
CLPTM1	0.526908	1
COG4	0.779881	1
COG8	0.390407	1
COL18A1	0.292891	2
COL23A1	0.239593	1
COL28A1	0.135661	1
COL4A2	0.26533625	4
COL5A1	0.375948	1
COL6A1	0.276377	1
COL6A6	0.17175	1
COX19	0.1656915	2
CPNE4	0.337979	2
CROCC	0.268931	1
CRTC3	0.177381	1
CRYBG1	0.136587	1
CSMD1	0.3786895	2
CTDP1	0.135742	1
CUL4A	0.204235	1
CYB5R3	0.621538	1
CYP19A1	0.33274	1
DAB1	0.492444	1
DBNDD1	0.202682	1
DCDC2C	0.185742	1
DDX51	0.113882	1
DEAF1	0.11649	1
DGKB	0.604698	1
DLC1	0.561756	1
DLEC1	0.103296	1
DLGAP2	0.250416	3
DNAH5	0.328595	1
DNAH7	0.340588	1
DOCK9	0.175556	1
DPP10	0.467273	1
DPP6	0.155422	1
DSCAM	0.3667295	2
ECHS1	0.43005	1
EDARADD	0.267395	1
EGLN3	0.160052	2
EHMT1	0.480595	1
EIF3B	0.176989	1
ELOA2	0.387662	1
ENSG00000269755	0.258919	1
ENSG00000272297	0.36995	1
ENSG00000272980	0.226495	1
ENSG00000273167	0.443949	1
ENSG00000285130	0.468077	1
ENSG00000285542	0.131837	1
ENSG00000286235	0.121503	1
ENSG00000288520	0.299995	1
EPHX1	0.203985	1
ERC1	0.291207	2
ESYT2	0.448658	1
EXOC3	0.253417	1
EYS	0.541913	1
F13A1	0.113842	1
FAM110D	0.607335	1
FAM153A	0.3294725	2
FBLN1	0.207978	1
FCGBP	0.290124	2
FGF12	0.464561	1
FNTB	0.126277	1
FOXK2	0.286616	1
FUT8	0.436621	1
GALNT14	0.442511	1
GALNT9	0.139821	1
GAS6	0.121194	1
GOLGA3	0.452725	1
GOT2	0.503222	1
GP1BA	1.13652	1
GPD1L	0.270372	1
GPHN	0.21	1
GRAMD4	0.247077	1
GSPT1	0.162942	1
GUCY1A2	0.4765	1
HACE1	0.107736	1
HDAC4	0.228237	2
HDHD5	0.299546	1
IDI1	0.302539	1
IFT122	0.140414	1
IL1RAP	0.500865	1
INPP5A	0.20699	1
INPP5E	0.460892	1
INTS1	0.285496	1
IQCJ-SCHIP1	0.796549	1
JAKMIP3	0.354999	1
KASH5	0.237735	1
KATNAL1	0.574341	1
KATNAL2	0.387662	1
KAZN	0.444067	2
KCNH7	0.273576	1
KCNIP4	0.322233	1
KCNN2	0.17621	1
KCTD1	0.408467	1
KCTD2	0.206403	1
KDM4C	0.589969	1
KLHL3	0.511214	1
KMT2C	0.2659665	2
L3MBTL4	0.11631	1
LARGE1	0.370999	1
LARP1	0.257973	1
LDLRAD3	0.256344	1
LGALS7B	0.301194	1
LHFPL6	0.203568	1
LIMD1	0.235654	1
LPCAT1	0.323778	1
LRCH1	0.512664	1
LRRN4	0.310844	1
LUC7L	0.219062	1
LYRM4	0.155403	1
MALRD1	0.28517	1
MAP2	0.253109	1
MAP3K13	0.338562	1
MAP3K4	0.351721	1
MAPK8IP3	0.292353	1
MARCHF1	0.220588	1
MAX	0.126277	1
MCF2L	0.318622	1
MCM8	0.121503	1
MCUB	0.33499	1
MEF2C	0.388597	1
METTL16	0.603249	2
MGAT5	0.140392	1
MLPH	0.184662	1
MLXIP	0.44003	1
MMP20	0.492142	1
MROH5	0.449747	1
MSI2	0.121474	1
MTBP	0.223991	1
MTUS2	0.531205	2
MUC2	0.14301666666667	3
MUC3A	0.279321	1
MYO9A	0.479524	1
MYOM3	0.318379	1
MYT1L	0.147499	1
NALCN	0.822144	1
NBPF10	0.214362	1
NBPF3	0.353551	1
NFIC	0.298339	1
NMT1	0.150262	2
NOC4L	0.292891	1
NPIPB11	0.282276	1
NPIPB3	0.808795	1
NPIPB5	0.81173	1
NPLOC4	0.2997445	2
NRG3	0.557446	1
NRIP3	0.157987	1
NRP1	0.324666	1
NRXN3	0.15004	1
NSMCE2	0.591407	1
NT5M	0.134387	1
NXN	0.359437	1
OPCML	0.118794	1
OVCH1	0.328634	1
PALS2	0.253803	1
PCGF6	0.376497	1
PCM1	0.281972	1
PCSK5	0.328451	1
PDE11A	0.173756	1
PDE1A	0.524614	1
PDF	0.390407	1
PDGFD	0.401764	1
PEX5	0.29669	1
PFKFB3	0.364365	1
PIAS2	0.163557	1
PIEZO2	0.515407	1
PKD1L1	0.598929	1
PKNOX2	0.477242	1
PKP2	0.65367	1
PLEKHA4	0.783876	1
PLEKHG4B	0.2314995	2
PLXNC1	0.546556	1
POLRMT	0.209867	1
PPP1R13L	0.630942	1
PPP2R2D	0.215291	1
PRDM11	0.654437	1
PRKN	0.143374	2
PRR5-ARHGAP8	0.442308	1
PTPRN2	0.25680875	8
PUS7	0.200823	1
RAPGEF1	0.153276	2
RASA3	0.622965	1
RBFOX3	0.310998	1
RBM6	0.879658	1
RNASE10	1.05111	1
RNASEH2B	0.24259	1
RNF145	0.580034	1
RNF169	0.497449	1
RNF213	0.183467	1
RNF38	0.165227	1
ROBO2	0.179265	1
RPH3AL	0.28494075	4
RSKR	0.730821	1
RTEL1	0.144003	1
RTEL1-TNFRSF6B	0.144003	1
RUNX1	0.501124	1
SAMD12	0.505332	1
SCART1	0.242901	1
SCNN1D	0.1545315	2
SCRN1	0.447935	1
SEH1L	0.64775	1
SEMA5A	0.137579	1
SFTPD	0.169041	1
SIPA1L3	0.266736	1
SLC19A1	0.295486	1
SLC2A14	0.600941	1
SLC2A9	0.2806925	2
SLC34A1	0.452732	1
SLC36A4	0.245614	1
SLC39A8	0.406723	1
SMAD3	0.186676	1
SMOC2	0.28072	2
SND1	0.350109	1
SNPH	0.39433	1
SNTB1	0.401597	1
SNTG2	0.148714	1
SNX25	0.313208	1
SORCS2	0.465828	1
SPAG16	0.352047	1
SPATA13	0.443949	1
SPDYE3	0.127012	1
SSR1	0.415692	1
STK32C	0.336266	2
STON1	0.236415	1
STON1-GTF2A1L	0.236415	1
STOX1	0.104614	1
STPG2	0.311654	1
SYNE2	0.393675	1
TAF3	0.489898	1
TAF4	0.2184865	2
TAFA5	0.477905	1
TBCK	0.146007	1
TCOF1	0.157111	1
TENM2	0.426317	1
TEX29	0.283191	1
TEX37	0.259199	1
TJP2	0.468077	1
TJP3	0.36889	1
TMCO3	0.792385	1
TMEM132C	0.21281	1
TMEM132D	0.2085565	2
TMEM192	0.337701	1
TMEM255B	0.481176	1
TMEM260	0.2001	1
TNRC6C	0.246737	1
TOLLIP	0.114368	1
TPCN1	0.520527	1
TPPP	0.155364	1
TPST1	0.43186	1
TSNARE1	0.447791	2
TSPAN10	0.310892	1
TTC6	0.15374	1
TULP4	0.175482	1
TWSG1	0.186955	1
UGT2B7	0.273302	1
UNC93A	0.408859	1
VIPR2	0.225022	2
VMP1	0.637843	1
VPS4A	0.390407	1
WASF2	0.409116	1
WDR25	1.03994	1
WDR4	0.544617	1
WDR45B	0.286616	1
WFDC8	0.271474	1
WWOX	0.137076	2
XKR4	0.490612	1
XKR9	0.380988	1
XRRA1	0.497449	1
XYLT2	0.644516	1
YBEY	0.622411	1
ZFPM2	0.279761	2
ZGRF1	0.38906	1
ZHX3	0.348328	2
ZNF14	0.154919	1
ZNF512B	0.54	1
ZNF71	0.458769	1
ZNF717	0.1471005	4
ZNF888	0.435569	1
ZZEF1	0.55363	1
